# Fluorescent Lamp
#
# average spectrum made of:
# FL_Fluorescent_Lamp_3952K_SFH_Huerta_cor
# FL_Fluorescent_Lamp_5576K_F_Farmacia_cor
#
# W	S
475	0.166866125
495	0.44321775
515	0.267464075
535	0.568541425
555	0.98799215
575	0.540365275
595	0.54302215
615	0.814919
635	0.298700675
655	0.144607075
675	0.077581725
695	0.057645175
715	0.0810998
735	0.0005472
