0	60.000000	61.000000	62.000000	63.000000	64.000000	65.000000	66.000000	67.000000	68.000000	69.000000	70.000000	71.000000	72.000000	73.000000	74.000000	75.000000	76.000000	77.000000	78.000000	79.000000	80.000000	
0.300000	3.018385	3.138811	3.269499	3.411876	3.567645	3.738845	3.927940	4.137933	4.372516	4.636272	4.934951	5.275852	5.668352	6.124664	6.660934	7.298852	8.068082	9.009989	10.183520	11.674720	13.612587	
0.302000	2.945062	3.063003	3.191034	3.330564	3.483273	3.651172	3.836697	4.042813	4.273168	4.532292	4.825872	5.161126	5.547333	5.996580	6.524849	7.153613	7.912238	8.841680	10.000287	11.473211	13.388054	
0.304000	2.874187	2.989726	3.115190	3.251969	3.401720	3.566431	3.748506	3.950874	4.177143	4.431790	4.720441	5.050237	5.430360	5.872774	6.393302	7.013205	7.761561	8.678921	9.823049	11.278219	13.170663	
0.306000	2.805664	2.918882	3.041864	3.175984	3.322877	3.484506	3.663245	3.861992	4.084310	4.334631	4.618516	4.943034	5.317272	5.753076	6.266113	6.877436	7.615844	8.521490	9.651567	11.089484	12.960128	
0.308000	2.739400	2.850374	2.970958	3.102507	3.246636	3.405286	3.580801	3.776046	3.994545	4.240681	4.519958	4.839371	5.207917	5.637325	6.143110	6.746125	7.474892	8.369177	9.485611	10.906758	12.756176	
0.310000	2.675308	2.784112	2.902376	3.031439	3.172897	3.328665	3.501063	3.692922	3.907728	4.149817	4.424636	4.739111	5.102148	5.525365	6.024129	6.619096	7.338517	8.221781	9.324965	10.729802	12.558547	
0.312000	2.613304	2.720009	2.836030	2.962689	3.101563	3.254545	3.423927	3.612511	3.823744	4.061918	4.332425	4.642121	4.999827	5.417051	5.909014	6.496182	7.206541	8.079109	9.169420	10.558390	12.366990	
0.314000	2.553307	2.657982	2.771833	2.896167	3.032541	3.182827	3.349293	3.534708	3.742485	3.976871	4.243204	4.548275	4.900821	5.312241	5.797616	6.377224	7.078794	7.940977	9.018777	10.392306	12.181269	
0.316000	2.495241	2.597952	2.709703	2.831788	2.965743	3.113421	3.277065	3.459414	3.663846	3.894566	4.156860	4.457453	4.805002	5.210800	5.689792	6.262070	6.955111	7.807210	8.872847	10.231342	12.001157	
0.318000	2.439033	2.539842	2.649563	2.769470	2.901085	3.046239	3.207151	3.386533	3.587728	3.814900	4.073283	4.369541	4.712249	5.112600	5.585404	6.150573	6.835338	7.677640	8.731448	10.075300	11.826435	
0.320000	2.384612	2.483582	2.591336	2.709135	2.838485	2.981197	3.139465	3.315975	3.514036	3.737771	3.992368	4.284427	4.622446	5.017518	5.484323	6.042596	6.719326	7.552108	8.594405	9.923992	11.656896	
0.322000	2.331911	2.429100	2.534951	2.650711	2.777868	2.918214	3.073923	3.247651	3.442678	3.663086	3.914016	4.202006	4.535482	4.925437	5.386424	5.938005	6.606930	7.430458	8.461554	9.777237	11.492343	
0.324000	2.280868	2.376332	2.480340	2.594124	2.719158	2.857214	3.010444	3.181479	3.373567	3.590753	3.838129	4.122178	4.451250	4.836244	5.291586	5.836672	6.498016	7.312545	8.332735	9.634861	11.332584	
0.326000	2.231419	2.325213	2.427436	2.539307	2.662285	2.798123	2.948953	3.117380	3.306620	3.520684	3.764618	4.044846	4.369649	4.749831	5.199697	5.738476	6.392453	7.198229	8.207797	9.496699	11.177439	
0.328000	2.183506	2.275683	2.376177	2.486196	2.607181	2.740871	2.889375	3.055275	3.241758	3.452796	3.693393	3.969919	4.290581	4.666095	5.110646	5.643299	6.290116	7.087374	8.086593	9.362592	11.026734	
0.330000	2.137074	2.227684	2.326503	2.434727	2.553782	2.685391	2.831642	2.995093	3.178903	3.387009	3.624371	3.897306	4.213953	4.584938	5.024328	5.551030	6.190885	6.979852	7.968985	9.232390	10.880302	
0.332000	2.092068	2.181160	2.278356	2.384840	2.502026	2.631618	2.775685	2.936763	3.117982	3.323246	3.557472	3.826925	4.139676	4.506265	4.940644	5.461563	6.094645	6.875539	7.854839	9.105946	10.737985	
0.334000	2.048437	2.136057	2.231681	2.336480	2.451853	2.579490	2.721441	2.880219	3.058926	3.261434	3.492619	3.758693	4.067664	4.429986	4.859496	5.374794	6.001288	6.774318	7.744027	8.983122	10.599629	
0.336000	2.006132	2.092325	2.186425	2.289589	2.403206	2.528948	2.668848	2.825395	3.001667	3.201502	3.429737	3.692534	3.997836	4.356013	4.780794	5.290626	5.910707	6.676076	7.636428	8.863785	10.465089	
0.338000	1.965104	2.049915	2.142537	2.244117	2.356031	2.479935	2.617846	2.772230	2.946141	3.143383	3.368756	3.628372	3.930112	4.284264	4.704448	5.208964	5.822802	6.580704	7.531923	8.747806	10.334224	
0.340000	1.925309	2.008779	2.099968	2.200013	2.310275	2.432398	2.568379	2.720666	2.892285	3.087013	3.309608	3.566137	3.864417	4.214659	4.630374	5.129718	5.737476	6.488098	7.430400	8.635064	10.206901	
0.342000	1.886703	1.968873	2.058673	2.157227	2.265888	2.386283	2.520393	2.670645	2.840042	3.032329	3.252228	3.505759	3.800680	4.147121	4.558491	5.052801	5.654637	6.398158	7.331752	8.525440	10.082991	
0.344000	1.849245	1.930154	2.018605	2.115715	2.222822	2.341541	2.473835	2.622113	2.789353	2.979271	3.196554	3.447173	3.738830	4.081577	4.488721	4.978131	5.574195	6.310789	7.235875	8.418824	9.962372	
0.346000	1.812893	1.892579	1.979723	2.075431	2.181031	2.298123	2.428656	2.575019	2.740165	2.927783	3.142525	3.390316	3.678801	4.017957	4.420989	4.905627	5.496066	6.225899	7.142670	8.315106	9.844923	
0.348000	1.777611	1.856110	1.941985	2.036333	2.140470	2.255984	2.384808	2.529311	2.692425	2.877810	3.090084	3.335128	3.620530	3.956193	4.355223	4.835214	5.420168	6.143400	7.052042	8.214183	9.730534	
0.350000	1.743360	1.820707	1.905351	1.998380	2.101097	2.215080	2.342244	2.484942	2.646083	2.829300	3.039176	3.281550	3.563955	3.896221	4.291355	4.766817	5.346421	6.063208	6.963899	8.115956	9.619094	
0.352000	1.710106	1.786335	1.869784	1.961532	2.062872	2.175367	2.300920	2.441865	2.601090	2.782201	2.989748	3.229528	3.509018	3.837977	4.229318	4.700367	5.274752	5.985241	6.878154	8.020330	9.510499	
0.354000	1.677814	1.752959	1.835248	1.925751	2.025754	2.136805	2.260795	2.400038	2.557401	2.736466	2.941749	3.179006	3.455661	3.781403	4.169049	4.635796	5.205086	5.909422	6.794722	7.927213	9.404650	
0.356000	1.646452	1.720543	1.801706	1.891002	1.989706	2.099356	2.221826	2.359416	2.514971	2.692048	2.895130	3.129934	3.403831	3.726441	4.110487	4.573039	5.137356	5.835676	6.713524	7.836518	9.301450	
0.358000	1.615989	1.689057	1.769126	1.857250	1.954692	2.062980	2.183975	2.319959	2.473757	2.648902	2.849844	3.082262	3.353476	3.673036	4.053574	4.512033	5.071493	5.763931	6.634480	7.748159	9.200807	
0.360000	1.586393	1.658468	1.737475	1.824460	1.920677	2.027643	2.147204	2.281627	2.433719	2.606984	2.805847	3.035944	3.304544	3.621134	3.998252	4.452718	5.007434	5.694118	6.557517	7.662056	9.102632	
0.362000	1.557637	1.628747	1.706722	1.792601	1.887628	1.993309	2.111477	2.244384	2.394816	2.566255	2.763094	2.990932	3.256990	3.570685	3.944469	4.395037	4.945116	5.626170	6.482563	7.578131	9.006840	
0.364000	1.529692	1.599864	1.676838	1.761642	1.855513	1.959945	2.076760	2.208192	2.357011	2.526674	2.721544	2.947184	3.210765	3.521639	3.892172	4.338935	4.884482	5.560024	6.409549	7.496309	8.913350	
0.366000	1.502531	1.571793	1.647792	1.731552	1.824300	1.927519	2.043018	2.173017	2.320267	2.488202	2.681157	2.904658	3.165825	3.473951	3.841311	4.284357	4.825473	5.495619	6.338409	7.416519	8.822082	
0.368000	1.476130	1.544506	1.619559	1.702304	1.793960	1.895999	2.010219	2.138826	2.284549	2.450804	2.641895	2.863311	3.122128	3.427573	3.791837	4.231253	4.768035	5.432896	6.269079	7.338691	8.732962	
0.370000	1.450461	1.517978	1.592111	1.673870	1.764464	1.865357	1.978333	2.105585	2.249824	2.414443	2.603719	2.823107	3.079633	3.382464	3.743705	4.179574	4.712115	5.371798	6.201498	7.262759	8.645917	
