0.088937	0.018216	0.017078	
0.089318	0.030130	0.018056	
0.089870	0.040036	0.018916	
0.101172	0.076031	0.017432	
0.115692	0.534642	0.023426	
0.146317	1.048309	0.029418	
0.142806	0.547103	0.026632	
0.121674	0.253365	0.024554	
0.124621	0.189632	0.025686	
0.129689	0.130486	0.027384	
0.146219	0.097475	0.024549	
0.171006	0.070709	0.023175	
0.160271	0.083662	0.026208	
0.177103	0.083384	0.023873	
0.188337	0.085986	0.025074	
0.171165	0.094623	0.027404	
0.167254	0.090027	0.030833	
0.204506	0.101992	0.029113	
0.216386	0.106693	0.030327	
0.229704	0.105371	0.030087	
0.245939	0.120497	0.033066	
0.255399	0.111067	0.031394	
0.282696	0.124530	0.039957	
0.285697	0.134171	0.033839	
0.236011	0.132657	0.034244	
0.209107	0.141434	0.035136	
0.193872	0.144141	0.035787	
0.181448	0.154909	0.038582	
0.171206	0.158059	0.036316	
0.172140	0.166233	0.040895	
0.173457	0.177152	0.037642	
0.182268	0.173852	0.038230	
0.174533	0.179115	0.043708	
0.160385	0.195114	0.047638	
0.152092	0.254774	0.045018	
0.185185	1.169827	0.049280	
0.291591	3.293916	0.063683	
0.267402	2.132801	0.063601	
0.213079	1.100547	0.054673	
0.186043	0.374463	0.060679	
0.177877	0.239048	0.059860	
0.179728	0.227707	0.060673	
0.171798	0.220303	0.052038	
0.170318	0.230350	0.048575	
0.172663	0.224083	0.041712	
0.184449	0.226066	0.038604	
0.188409	0.225033	0.044444	
0.177623	0.227208	0.052298	
0.176337	0.234487	0.059841	
0.182257	0.230498	0.078052	
0.173927	0.240635	0.103297	
0.175267	0.246041	0.106146	
0.182823	0.244047	0.087260	
0.189651	0.239350	0.073122	
0.190585	0.245849	0.066886	
0.188881	0.245793	0.070143	
0.202392	0.236313	0.060050	
0.207231	0.235207	0.045243	
0.204860	0.238955	0.042812	
0.218707	0.253020	0.039249	
0.213538	0.246844	0.042075	
0.213737	0.256759	0.040846	
0.216479	0.254296	0.046791	
0.200144	0.243091	0.053201	
0.204447	0.247343	0.062681	
0.197451	0.254169	0.076890	
0.188490	0.248398	0.123663	
0.203077	0.252254	0.213019	
0.222314	0.249081	0.219245	
0.219808	0.249625	0.159204	
0.217711	0.245865	0.112651	
0.213687	0.251113	0.090772	
0.219466	0.247084	0.072212	
0.230188	0.252921	0.059267	
0.219651	0.252898	0.052984	
0.195810	0.252770	0.071016	
0.181457	0.252705	0.078005	
0.178874	0.250995	0.052692	
0.196848	0.249791	0.038416	
0.194856	0.253230	0.029083	
0.188393	0.252112	0.026296	
0.184732	0.265314	0.024968	
0.193382	0.273801	0.025531	
0.195992	0.300867	0.027238	
0.181490	0.336037	0.028924	
0.168276	0.378336	0.027760	
0.163062	0.435194	0.028874	
0.162854	0.469378	0.027157	
0.180893	0.474094	0.028721	
0.194780	0.452525	0.031181	
0.188777	0.434526	0.034863	
0.182975	0.409921	0.042375	
0.189517	0.400786	0.048163	
0.184640	0.382332	0.045303	
0.197082	0.357512	0.046183	
0.190339	0.338376	0.056716	
0.194360	0.327838	0.084808	
0.199212	0.314320	0.190407	
0.230714	0.300277	0.508484	
0.248578	0.287235	0.663482	
0.245977	0.279066	0.431000	
0.224854	0.263958	0.240842	
0.215068	0.252436	0.132296	
0.218999	0.243130	0.076321	
0.231374	0.241609	0.054388	
0.241826	0.232103	0.044605	
0.223691	0.224934	0.040198	
0.218641	0.216446	0.037447	
0.206185	0.215863	0.037516	
0.186959	0.220650	0.035773	
0.179653	0.218857	0.035886	
0.192502	0.216822	0.034888	
0.214251	0.216977	0.036830	
0.219185	0.206490	0.036132	
0.205957	0.216192	0.046072	
0.210763	0.211476	0.133176	
0.226004	0.208908	0.190524	
0.223407	0.204377	0.107580	
0.223478	0.201376	0.067066	
0.224473	0.202190	0.046893	
0.211355	0.203015	0.039143	
0.207258	0.205121	0.036160	
0.215805	0.197181	0.035097	
0.223929	0.200004	0.035625	
0.216836	0.202520	0.035779	
0.193483	0.201008	0.036521	
0.202427	0.204183	0.035689	
0.217530	0.201923	0.035080	
0.213773	0.201936	0.036160	
0.203309	0.208323	0.036026	
0.225158	0.208285	0.037550	
0.257060	0.205600	0.037700	
0.262752	0.208987	0.037342	
0.300842	0.222996	0.038607	
0.470690	0.240808	0.039769	
0.768409	0.236812	0.040947	
0.992688	0.245112	0.041217	
1.170995	0.274813	0.042097	
1.164771	0.322635	0.041724	
1.090783	0.381323	0.044402	
0.918621	0.499196	0.043090	
0.697463	0.758689	0.044983	
0.495780	1.135432	0.046001	
0.375839	1.191770	0.046974	
0.281856	1.214873	0.049658	
0.276075	1.352570	0.055468	
0.496011	2.938554	0.081844	
0.499713	2.633985	0.090933	
0.365677	1.763341	0.092579	
0.298745	1.346466	0.112652	
0.249599	0.842727	0.149033	
0.228201	0.646731	0.183864	
0.215993	0.542922	0.205825	
0.222183	0.472071	0.222950	
0.228070	0.414715	0.233381	
0.243831	0.372318	0.236718	
0.238901	0.343070	0.256922	
0.234863	0.314540	0.285951	
0.231936	0.306234	0.328916	
0.244898	0.298227	0.378797	
0.246308	0.300502	0.421901	
0.242378	0.296813	0.452576	
0.241370	0.295306	0.465352	
0.257974	0.295955	0.475976	
0.292835	0.289902	0.487302	
0.312938	0.291622	0.514485	
0.328860	0.297608	0.596337	
0.374162	0.293694	0.818813	
0.466166	0.300508	1.470621	
0.626915	0.307833	2.587912	
0.639604	0.295092	2.184919	
0.528668	0.298284	1.427840	
0.445592	0.303436	1.056442	
0.370210	0.297436	0.834152	
0.333723	0.303613	0.749242	
0.325540	0.310029	0.748756	
0.346700	0.345616	0.788909	
0.377740	0.624011	0.845763	
0.359014	0.559578	0.915979	
0.374945	0.723511	0.996601	
0.371761	0.704934	1.101332	
0.375745	0.555708	1.210767	
0.378221	0.531085	1.346319	
0.394804	0.516131	1.482133	
0.433070	0.524194	1.606622	
0.497558	0.518588	1.716168	
0.601420	0.508476	1.706905	
0.685049	0.549909	1.429612	
0.631558	0.577740	0.863977	
0.406991	0.494141	0.404797	
0.285177	0.471546	0.215510	
0.262625	0.445234	0.213551	
0.314755	0.442426	0.517057	
0.406886	0.486519	1.029755	
0.505968	0.477730	1.460210	
0.598791	0.426115	1.749428	
0.659828	0.403328	1.890323	
0.724942	0.368031	1.915598	
0.780820	0.362938	1.877981	
0.812471	0.382463	1.813560	
0.813847	0.393566	1.722309	
0.818727	0.366052	1.626396	
0.806568	0.343025	1.527482	
0.793724	0.327953	1.442656	
0.777054	0.303799	1.348495	
0.752521	0.297799	1.255341	
0.744034	0.300496	1.181855	
0.721905	0.318234	1.107451	
0.712992	0.335063	1.037617	
0.721446	0.398465	0.973917	
0.694896	0.580973	0.915099	
0.674900	1.276239	0.872437	
0.655335	1.786590	0.820507	
0.645969	1.357157	0.785806	
0.624606	1.177187	0.755137	
0.619018	0.987347	0.862449	
0.677478	0.735632	1.209865	
0.688484	0.561408	1.081989	
0.632834	0.457217	0.826202	
0.597149	0.396357	0.711783	
0.569483	0.367047	0.629389	
0.540139	0.359749	0.571384	
0.526084	0.362058	0.541967	
0.511106	0.364768	0.521257	
0.499176	0.363965	0.499252	
0.495451	0.359995	0.482731	
0.546960	0.360923	0.468201	
0.528462	0.353736	0.454538	
0.500330	0.337522	0.437782	
0.478129	0.314030	0.424611	
0.473789	0.326062	0.410357	
0.473450	0.388785	0.399382	
0.452276	0.359134	0.390692	
0.447474	0.292016	0.379685	
0.444124	0.237492	0.371426	
0.445300	0.195686	0.362949	
0.438814	0.176789	0.354572	
0.441292	0.161440	0.344823	
0.448189	0.149770	0.339070	
0.438898	0.143172	0.331010	
0.428872	0.136098	0.321677	
0.419649	0.130985	0.316323	
0.415147	0.129249	0.313806	
0.411520	0.133624	0.306123	
0.411015	0.129073	0.298691	
0.396701	0.123150	0.294363	
0.412173	0.117392	0.290470	
0.410098	0.120398	0.285261	
0.399027	0.114692	0.278353	
0.391058	0.120145	0.274829	
0.368848	0.131996	0.268883	
0.350075	0.155029	0.259923	
0.340515	0.137572	0.253573	
0.335704	0.134966	0.251600	
0.342271	0.124226	0.250757	
0.379261	0.113147	0.250897	
0.401221	0.109566	0.245779	
0.383753	0.109907	0.246053	
0.402424	0.105876	0.243099	
0.383046	0.100666	0.241193	
0.374069	0.083603	0.241574	
0.379062	0.090752	0.231170	
0.338057	0.096710	0.223462	
0.341981	0.105866	0.217691	
0.324712	0.097326	0.213364	
0.314418	0.085158	0.212265	
0.330657	0.081199	0.215796	
0.357462	0.073460	0.220378	
0.346083	0.074582	0.221315	
0.343748	0.069269	0.226377	
0.360505	0.071297	0.232289	
0.386040	0.069947	0.236087	
0.375909	0.063249	0.235724	
0.369671	0.065092	0.231334	
0.355598	0.060942	0.233263	
0.350273	0.054618	0.224279	
0.333430	0.054492	0.223089	
0.335711	0.050987	0.218764	
0.323684	0.056152	0.206994	
0.312148	0.058193	0.199149	
0.290844	0.049410	0.189326	
0.277062	0.059774	0.180955	
0.264561	0.043323	0.177879	
0.281637	0.052937	0.168897	
0.292474	0.046211	0.157823	
0.294521	0.044560	0.155134	
0.282373	0.057216	0.146684	
0.248856	0.061286	0.137442	
0.220338	0.072108	0.126280	
0.211714	0.066029	0.120658	
0.209447	0.059644	0.120181	
0.203893	0.059094	0.122686	
0.195770	0.041623	0.125885	
0.192904	0.046707	0.123623	
0.197062	0.062748	0.120152	
0.201589	0.052531	0.117390	
0.206360	0.024924	0.118572	
0.199432	0.043444	0.119076	
0.198072	0.032217	0.113993	
0.195027	0.035022	0.119896	
0.199262	0.022712	0.117977	
