# Spectrum of Vienna - 2012
# from Night sky photometry and spectroscopy performed at the Vienna University Observatory - Puschnig
# digitalized by PlotDigitizer 2.6.8
# 18/02/2019
#
#
# wavelength intensity
475.230000	0.203132
475.838000	0.195923
476.370000	0.191257
476.826000	0.188714
477.054000	0.185321
477.890000	0.192107
477.966000	0.196346
478.954000	0.197619
479.410000	0.206524
480.094000	0.203557
480.702000	0.209917
481.234000	0.216278
481.538000	0.220518
482.526000	0.226456
483.134000	0.230697
483.590000	0.238331
483.818000	0.245116
484.654000	0.235787
485.034000	0.257837
485.414000	0.276497
486.022000	0.278618
486.858000	0.280739
487.390000	0.291339
487.922000	0.293884
488.757000	0.284130
489.441000	0.276497
489.973000	0.273528
490.885000	0.277769
491.493000	0.278618
492.025000	0.272256
492.405000	0.269711
493.469000	0.270561
494.761000	0.272256
495.293000	0.270137
495.673000	0.275225
496.357000	0.278618
496.585000	0.282859
497.193000	0.312968
497.345000	0.291764
497.649000	0.322298
498.409000	0.325266
499.017000	0.317208
499.473000	0.308303
499.853000	0.284980
500.005000	0.273528
500.461000	0.266320
500.689000	0.249357
501.069000	0.234938
501.449000	0.228152
501.905000	0.231546
502.361000	0.238754
502.665000	0.231969
504.260000	0.228576
505.248000	0.231546
506.084000	0.219247
506.236000	0.226880
506.768000	0.239178
507.224000	0.243843
507.832000	0.242147
508.440000	0.233666
509.352000	0.233242
511.176000	0.212886
511.404000	0.223913
513.152000	0.228152
514.444000	0.237059
515.432000	0.243843
515.584000	0.255717
516.496000	0.237059
517.940000	0.225184
518.776000	0.231121
519.535000	0.236633
520.903000	0.230697
521.283000	0.242571
522.119000	0.247660
522.803000	0.224761
523.107000	0.230273
524.931000	0.246812
525.235000	0.231121
526.451000	0.236633
528.123000	0.226032
528.579000	0.247236
529.719000	0.260807
531.467000	0.266320
531.771000	0.284980
532.911000	0.287947
533.367000	0.318904
533.671000	0.367249
534.127000	0.423651
534.431000	0.499136
534.886000	0.580135
535.266000	0.645019
535.570000	0.674280
535.950000	0.669616
536.254000	0.650955
536.634000	0.612365
536.938000	0.588617
537.394000	0.572502
538.230000	0.562325
538.838000	0.552995
539.598000	0.563172
540.054000	0.581831
540.434000	0.603460
540.890000	0.664102
541.194000	0.737043
541.726000	0.815073
542.258000	0.878261
542.714000	0.927028
543.094000	0.955018
544.006000	0.960530
544.538000	1.031776
544.994000	1.191653
545.450000	1.388848
545.678000	1.432527
545.982000	1.541515
546.894000	1.119983
547.046000	1.388848
547.122000	1.301911
547.198000	0.992336
547.350000	1.222609
547.426000	0.888014
547.806000	0.756975
548.110000	0.665375
548.718000	0.571654
549.098000	0.526702
549.934000	0.497865
550.465000	0.487262
551.301000	0.427044
552.517000	0.433405
552.897000	0.390574
553.809000	0.371491
554.645000	0.354527
556.089000	0.343502
556.773000	0.355376
557.381000	0.374033
557.989000	0.375732
558.521000	0.373611
559.357000	0.352406
559.585000	0.347317
559.965000	0.347317
560.877000	0.339260
564.449000	0.362584
565.437000	0.376578
565.892000	0.396935
566.728000	0.424499
567.260000	0.520340
567.640000	0.598371
567.792000	0.665799
568.020000	0.742133
568.248000	0.793445
568.856000	0.801503
569.312000	0.761639
569.540000	0.711599
569.920000	0.643747
570.528000	0.514827
570.832000	0.449943
571.440000	0.422804
571.972000	0.418563
572.808000	0.378699
573.492000	0.374883
574.024000	0.387181
574.632000	0.407960
575.392000	0.427892
575.544000	0.445703
575.848000	0.521189
576.532000	0.612365
576.912000	0.630177
578.052000	0.632297
578.508000	0.640778
579.040000	0.698027
579.648000	0.675976
579.876000	0.645019
580.332000	0.595401
581.395000	0.596250
582.307000	0.633569
582.991000	0.684457
584.055000	0.705661
585.271000	0.704814
586.031000	0.754431
587.171000	0.776059
587.779000	0.787509
588.235000	0.739588
588.691000	0.704389
589.831000	0.675976
590.439000	0.708630
591.503000	0.754854
592.491000	0.804896
593.327000	0.845183
593.859000	0.815921
594.543000	0.777754
595.303000	0.738740
596.063000	0.719656
597.050000	0.706510
598.874000	0.696757
599.938000	0.667496
600.774000	0.635264
600.850000	0.597098
601.686000	0.580135
602.598000	0.545362
604.194000	0.531790
605.106000	0.514827
606.094000	0.511436
607.614000	0.521189
608.146000	0.535609
608.602000	0.552146
609.134000	0.674280
609.362000	0.716263
609.438000	0.609396
609.818000	0.779875
610.122000	0.870627
610.578000	1.026687
610.654000	1.104292
610.730000	1.272650
610.806000	1.375702
611.034000	1.457125
611.414000	1.485112
611.793000	1.398177
612.021000	1.303608
612.249000	1.188260
612.553000	1.088601
613.085000	0.925757
613.617000	0.790053
613.921000	0.773514
614.453000	0.753582
615.517000	0.744676
616.505000	0.652651
617.189000	0.568685
617.493000	0.526702
618.937000	0.525852
619.697000	0.531366
620.457000	0.523734
621.521000	0.497865
621.977000	0.464787
622.965000	0.465211
624.105000	0.458426
624.637000	0.463515
626.081000	0.450369
626.309000	0.466484
626.841000	0.421530
628.208000	0.416018
629.120000	0.421108
629.728000	0.465211
630.792000	0.491504
631.628000	0.455457
631.856000	0.421954
632.160000	0.396935
632.540000	0.373611
633.452000	0.360889
634.060000	0.351983
634.516000	0.340531
635.732000	0.337140
635.960000	0.339260
636.872000	0.332475
637.784000	0.344774
638.772000	0.331628
639.912000	0.343926
640.824000	0.328235
641.584000	0.318058
642.268000	0.307030
642.799000	0.301517
643.255000	0.311696
643.635000	0.318904
644.243000	0.321449
644.927000	0.310846
645.459000	0.303638
646.219000	0.320601
647.587000	0.314665
649.031000	0.308728
650.399000	0.337988
651.007000	0.324418
651.615000	0.315087
